,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,1.0,5685.64512372731,2150.022952437787,1615.5472129747925,1451.5366329848068,991.7444593891948,783.3999139055919,744.9911213599383,649.5079728695835,622.1497492232689,507.2831999357377,489.3196426728393,452.5898896870303,438.68450696240654,393.55053711031115,381.3859148223934,344.1720939854545,324.71501848182544,322.8668944867337,314.08680435697863,303.55932824527156,280.7284801185869,271.57606509435095,256.0089564214606,246.66610479447192,241.87964101646367,238.1448979615007,223.72888864474976,214.80202138299387,202.05123191878693,200.5151570551075,178.34321357976884,172.57881266934785,166.30084052570706,139.32629760700425,134.88625407636124,128.1521707522341,121.7427647594066,116.48931283634879,94.60470063533191,54.831860924804346,14.351449612784556,10.598535999960744,5.582318407809447e-05,2.548158905766634e-12,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,5.171389182985357e-13,4.72143345822703e-13,3.0
1,2.0,6094.555461083243,2244.3521149873186,1704.2140846717832,1538.9847068435404,1171.3109764491173,753.1160867202002,738.3791242846502,658.4993866881706,529.3655652752344,484.391099373536,480.0174680046296,415.08912654508856,387.4680759672769,358.3699350603053,331.1052636946093,310.6508187951463,306.002590795531,283.9130563544089,260.2789505063983,244.5995162606584,234.7778734532277,222.79960121641037,207.63815436833443,198.00006786392652,188.99256226887903,174.30141333305852,165.6248249041725,161.42830933907703,151.812291488603,140.98511986908613,130.78966688116384,121.48292936502462,90.74213105508451,85.17208736913324,83.20302466368295,28.228480353730568,4.751103420688537,0.02840960364201457,2.7230129822861455e-12,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.957187776782614e-13,5.791815909967822e-13,49.0
2,3.0,5239.791140982259,2504.361944698186,1675.193291618142,1057.141463714889,949.7878346377678,840.0164879941593,720.7357383451483,689.957073233504,557.8671614497046,537.6925101805774,511.0609927230103,439.45799175962503,435.54045405338604,383.90143598327995,361.32237665655947,355.638157068135,335.9239625597284,333.85008746315094,305.6098009014809,294.50588348710465,276.1585350325834,269.8132212490433,256.273672586756,250.41569302529143,229.37954329979385,208.56765945407864,206.70052471788475,196.7277135855317,196.02639195305375,189.51896649820716,181.82982966309058,179.42084306353337,166.79601399562708,161.939014680437,140.6506150215885,130.02718330922986,103.19173281470916,97.52877401676106,85.33604591884881,67.64387232951805,65.79668977816513,58.84578708614612,45.71831758702218,0.18828544888117885,2.3284514579196334e-12,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.81264832752942e-13,4.602141396099163e-13,65.0
3,5.0,4893.323767793012,2146.8560164691175,1581.340686898317,1294.9509378513258,917.5613047265508,829.0425740450012,673.6684908797362,559.8355951283213,551.0837447495668,505.71626077236385,494.8426966959566,461.9339500709729,439.06676990560646,406.7922659015094,374.80100529118386,362.70426784544725,341.8512494285906,327.69538131307024,322.4082572014673,299.30750979267043,287.5723862481948,247.2078262886371,224.2241921015207,220.02598718012638,213.65929824658167,204.0388546485036,186.37444209152773,163.73763340277847,142.20403707759797,130.4056206302453,126.38459415823891,125.07625081848444,74.8161135132157,70.1531341194905,25.309754628092797,0.7304703418922777,2.177502276373468e-12,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.555777685436892e-13,4.2906740059481725e-13,94.0
4,6.0,5526.678656844008,2361.815245018232,1449.232396508162,1291.3561726788148,1177.4890670290567,1101.3848255001383,1028.9839663026269,806.1098394914776,658.3479327095648,551.3744538116423,512.6017125765386,491.92559989614796,464.1306613152391,430.04123748987047,406.49378324462674,353.16450128076593,341.0318035784166,335.6080207940137,309.4811037485093,302.3430887326825,281.52743261734753,279.21838234598573,269.01809543867324,240.7015868823211,232.68203962887537,231.25128401098644,220.25214240448318,215.24099175844344,210.73144717817434,193.47608703630738,187.1513460908148,177.85577835537768,169.03519545637275,155.833074107417,141.4313244402792,131.8946165070927,124.98190140142557,116.26508581069373,103.63404835803365,86.54370818741027,70.73389697584103,62.65560442940813,50.73326644194624,50.325026554335196,0.8199731658819811,2.4848285143000246e-12,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,5.254855915036868e-13,4.966582411385719e-13,84.0
5,8.0,5002.1618019586795,2512.173495003107,1482.7462308016172,1375.4579458958967,1179.2867695941707,969.8891693891115,830.8385769673473,803.2261817745386,615.2166472806387,553.1846211419098,543.118839464921,482.3272468748601,470.0893131368945,439.8220697908698,421.38261782480356,389.373403335918,352.1924154363531,334.71964929069577,326.03846103770695,306.648753587443,302.5193828125053,292.5125528591125,287.36107917038515,271.7444497705502,255.87914849741884,243.3829696599729,236.92771608610624,229.60057834160284,205.72398785885412,202.37982227962638,188.7966767132007,181.68134759393962,174.78327249312508,174.11677491827695,166.34705265866168,151.84112375583624,138.76411076630137,125.93702214220913,120.84227303384408,112.3634393794159,93.63708684050141,76.15115006006079,59.71822782697818,46.47220116407525,40.008631015385035,27.09494679306612,2.223793321648843e-12,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.570917163800928e-13,4.3090777146078275e-13,40.0
6,10.0,5667.116056668723,2216.6247339276165,1643.9422562816528,1383.2003271337805,1162.268623494325,1121.6751272806648,1016.0262917769682,757.8715287752075,663.8478574337122,613.6619526116227,551.9629994152104,502.5324835810273,456.65307089616505,404.2341460203046,400.8559731551079,365.285941419508,350.06017780138257,336.3024770484854,331.45686177326013,305.93803899808046,294.75944041874124,279.24571219394016,263.7687982295084,256.4782817176301,245.16302540038524,241.17184507339815,237.15173200120103,225.96793000796126,223.27643240421045,206.7630012518443,201.47069687956795,196.25505952962007,191.0234091435327,161.94771419397057,151.16615030199517,138.521555825477,122.0719123912232,119.23993084724826,95.01762585185483,81.09322073843144,67.66409522457067,48.77338556398706,0.19368896067755542,2.5262764868078582e-12,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.381824803218303e-13,5.155670674971708e-13,54.0
7,11.0,4791.587483028883,2239.915619115108,2089.1980100342903,1759.543735695042,1306.3095687097393,1203.1426686809982,1026.520877215186,911.2809390210126,735.7162585186138,706.8915500805117,623.2425203831011,591.0367739079825,585.0421835825726,506.652977963235,494.6283100791752,490.08449395773505,462.7250460667875,425.0842070471059,392.3793216049777,372.21084641053915,354.41378452594637,338.5111328200502,330.46696710988806,311.24401167178513,303.98892815189055,300.79846012875385,284.7223079727603,278.46512688601393,262.0905093966617,255.0561651891353,248.77217697762254,239.27952216482694,224.0619651034548,218.43867787681174,201.52509552434844,192.65207152105052,172.39575250516103,155.6655659730574,149.56794903482432,144.9958051903118,142.926331957149,139.9085946236115,115.52014588523686,106.50851971475191,100.65062699192818,85.75245490348989,76.13719218637034,64.52851566894394,63.69394007014199,57.24891353240022,41.4555415446749,25.944965549802397,19.300389819300925,1.481216268079186,0.10856230420778408,0.00020728046620769748,2.1351643194911028e-12,4.303980889033079e-13,4.303980889033079e-13,4.303980889033079e-13,4.303980889033079e-13,4.303980889033079e-13,4.303980889033079e-13,3.9085911694126524e-13,78.0
8,14.0,5834.41654174086,2535.0386093035354,1489.174217810193,1164.9943488108725,851.223774631646,742.230620795066,730.8092252477669,612.5665057045412,579.9023000767891,552.0083233013198,523.8321819499162,425.6248957394956,417.94128668933195,377.9421229135875,338.80831681849867,335.7322688469613,317.3075777084425,289.739202443806,273.67587284134305,262.23479293365335,247.09931302238635,241.1978402440855,230.495774102195,223.31955907633133,216.62941845386916,210.57840220852867,198.79605530173336,189.72061620965775,180.0671812565217,165.99048151952854,154.31221479615914,150.8707172464834,135.07136608557965,109.51197147845463,22.7616351303613,17.09818945935341,0.6126140867158505,0.18851564850377475,2.591970696691747e-12,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.587519671600509e-13,5.411535161024387e-13,3.967052560423796e-13,53.0
9,15.0,5786.648272549882,2632.9657447662807,1577.5214538710572,1095.6918016472168,837.4863232228743,765.2776326179886,650.1805550692571,600.0392347638921,545.228566159883,522.813326990578,444.43570917183115,426.40816930566575,413.7720808637507,410.1297302032262,384.5912131698682,362.52491798534,355.86591944118,323.02603084111274,309.6486778767335,307.9725616240561,291.824391121688,264.26806561573324,257.384867923411,246.02751762010797,219.24144887747877,214.95076134635386,206.40284703487058,194.36482774428686,190.78559328760645,185.72499513645525,170.7560847280999,169.87337572899423,159.0908713647507,154.51549668774337,139.87989280941733,124.97667646761542,104.05795542140403,99.13190360020117,74.49272972783521,65.21165230343333,52.658711548547224,38.11312472349611,28.872863586655384,11.27061501010216,2.5717802169001488e-12,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.558163140753006e-13,5.422126878117403e-13,89.0
